Show,Review,Source
Loki,"It's a strange episode of television, even borderline absurdist, but of course, as things get interesting, it has to do some MCU homework that grind things to a halt.",Critic
Loki,"It's interesting to think and write about-a show that's about control, order, chaos, and the unknowable notions of free will, determinism, and choice-but mildly entertaining, at best, as a whole.",Critic
Loki,Hiddleston & Wilson continuously steal the show with their chemistry and hilarious banter. Nice to see some new strong female leads in the MCU as well.,Critic
Loki,"The series achieves its ultimate manifestation as Saturday-afternoon animation. With Loki, Marvel, Disney, and their die-hard constituents have found ways to make the banal even more banal.",Critic
Loki,"A second season was announced just prior to the season finale, which did set up a good old cliffhanger of an ending. But right now, the biggest things in the MCU are happening on the small screen, and I'm here for it.",Critic
Loki,The new Marvel series combines the inventiveness of WandaVision with the buddy-comedy repartee missing from The Falcon and the Winter Soldier.,Critic
Loki,It's like Marvel meets Brazil and I'm here for it.,Critic
Moon Knight,"I hear that Oscar Isaac prepared for the British accent by getting into a head-on collision every day for 3 weeks, forgot how to speak, and then watched a supercut of all the harry potter films but only the scenes that Ron Weasley was in. It worked!",Audience
Moon Knight,best disney marvel show,Audience
Moon Knight,"This might be one of the best things Marvel has ever put out. For the first time in a long while (in Marvel movies), I actually felt sympathy for the characters. They feel like real people. The actors do their characters so well. I love how it's breaking the usual Marvel formula and doesn't tone down the violence/action. This show isn't the usual Marvel superhero comedy, it's something new. And I appreciate them for not holding back on Moon Knight like they've held back on the majority of their Marvel Cinematic Universe. Overall, this show is probably my favorite piece of Marvel content ever. No questions asked.",Audience
Moon Knight,The first episode is really stunning and I'm looking forward to seeing how the story connects with the entire Marvel Universe.,Audience
Moon Knight,A Worthy watching masterpiece,Audience
Moon Knight,"With a great performance from Oscar Isaac, a compelling story that, with no pre-established characters to call upon when the going gets tough, is less likely to be spoiled easily like the other Phase 4 Marvel shows, the same great cinema-worthy production values, a darker tone and even fairly solid action whenever we are given it, Moon Knight, the first MCU show since 2018 to star characters who weren't introduced in the movies (not counting the unambiguously non-canon Helstrom), the best Disney+ MCU TV show to date...in my humble opinion at least :)",Audience
Moon Knight,Although this character is a new face to many viewers and is a bit chaotic they truly represented this character well. This whole season was beautifully written and acted out perfectly. I have no complaints just that they could've had two more episodes at least to really expand on the Marc Steven and Jake Lockley story. As well Harrow deserved a more detailed back story for us to understand his character. The last episode was just a bit rushed too. Besides that I think the show was amazing.,Audience
Moon Knight,"Brilliant show ,Marvel is able to elevate the show to whole new level, depiction of Cairo , finally properly depicted by Hollywood,thank God for no yellow filter. Love Steven and Marc's dysfunctional sharing of the same body, Layla is great as well.",Audience
Moon Knight,"If the finale has been a bit of a let down for me, I really enjoyed the Moonknight. As in Loki and WandaVision, the focus has been more on interesting characters development and I really liked how they exploited the theme of sanity and mental illness. Just expect a big out of place CGI battling in the end and an some loose thematic ties that don't quite fit. Overall, I had a very good time!",Audience
Moon Knight,"I just watched the premiere episode of Moon Knight.

I enjoyed it! Full disclosure: I'm aware of the character, but I've never really followed his exploits in the comics, beyond a few crossovers where he teamed up with other heroes like Spider-Man. 

I am conscious of the fact that this series apparently doesn't directly adapt any comic book story and instead uses the lore to develop a new narrative for live action, presumably to allow for more accessibility to the larger MCU moving forward.

My thoughts:

First of all, the casting is terrific. Oscar Isaac does a tremendous job essaying a man who experiences frequent and terrifying time/location jumps which often end up with him surrounded by bloodied corpses (more on that in a minute).  As Steven Grant, Isaac is funny and smart, but also a plausibly nervous and unstable wreck. That's why it's all the more impressive when the other personality inhabiting his body - Marc Spector - shows up and is revealed to the polar opposite, a cool, calm, deadly mercenary who never loses control.

Equally impressive is Ethan Hawke as a cult leader with the power to grant or take life by holding someone who is steeped heavily in the Egyptian history that provides the supernatural context of Moon Knight. Hawke's character is fascinating in that he's revealed to he surprisingly conscientious, even empathetic. But, as was the case with Thanos, he feels the ends justifies the means, up to and including murder. 

The production looks terrific - I think this may be the most cinematic of the Marvel live action films to date-  and, honestly, I thought it had better special effects than Eternals.  

But what really caught my attention is how far Disney let them push this. There's real violence in this show. I'm talking people being killed and actual onscreen bloodshed. There's a scene involving a log smashing into someone that I was shocked made the final cut.

This is important, because Disney has earned a deserved reputation for sanitizing things to make them more family friendly and you can't really plausibly do that with a character who is established as being willing to kill bad guys. I'm genuinely pleased they went with a more mature approach to the material and I hope it sticks. 

The highest praise I can give episode one is that is has me looking forward to episode two. I'm intrigued and excited about where this is going. The debut does a slick job of handling the chaotic nature of Grant's life dealing with the time jumps while offering a  coherent and straightforward narrative.  The character is confused. The audience is not. I'll also compliment the series on the expert handling of the titular character's first onscreen appearance. It's handled brilliantly and is an exciting , heroic moment that allows the viewer to cheer for him. And, man, I do love that costume.

**** out of ***** I'm looking forward to seeing the rest of this. If the first episode is any indication, this should be quite a ride.",Audience
Moon Knight,it's oscar isaac at his best :D,Audience
Moon Knight,"Moon Knight steps outside the norm a bit from the rest of the MCU while at the same time, still feeling very much like a Marvel offering. This is important for the MCU going forward to prevent fatigue with the franchise. 2nd half of the season is better than the first half",Audience
Moon Knight,The Moon (Knight) is full and here to stay!!!,Audience
Moon Knight,"Amazing series. The characters are so much well written that we didn't even feel for a moment that these are the new characters in the mcu. The storytelling, writing, Oscar Isaac's acting has established him as one of the most prominent and fan favorite character with just 5 episodes. Brilliant!",Audience
Moon Knight,"edit: 3 episodes in review - 3.5/5.
edit: full season rating - 4/5.

The 4th and 5th episodes get better. These episodes finally deliver some unique perspectives on the troublesome past of Marc Spector. 

However, the season finale quickly jumps to a superhero up of the main cast. I honestly have seen enough action like that, and although I don't particularly dislike it, I believe it's not the best part of Moon Knight. The post-credits scene/next season teaser delivers some hope for a better season 2.",Audience
Moon Knight,Marvel made another crappy show Dumb Dumb Dumb Dumb Dumb Dumb.,Audience
Moon Knight,"God it is so good! Action, acting, music, every part of it is amazing! The best Marvel Cinematic Universe show by far!",Audience
Moon Knight,"Another forgettable Marvel show to add to the ever-growing list of forgettable Marvel shows. This one stars the unlikeable Oscar Issac. People will consume this, completely forget it, then move on to the next soulless corporate product.",Audience
Moon Knight,This show is  very amazing and incredible.you must watch it,Audience
Moon Knight,"Moon Knight in name only, with hardly an iota of the original subject matter anywhere to be found. Throw it the fact that it had one of the worst musical scores I've ever heard. It's never a good time for Wham!",Audience
Moon Knight,"I love the non-binging aspect, which challenges people more and more. There's a lot to enjoy and savor here.",Critic
Moon Knight,"Moon Knights concept is interesting and the execution is ok, but the real question isis it necessary?",Critic
Moon Knight,"Goodnight, Moon? More like good job. After zipping through four episodes, I’m eager to see more.",Critic
Moon Knight,"Moon Knight is a fun six part story, though some early and mid episodes are a little lacking it soon picks up, and even then those episodes are often full of great acting from Oscar Isaac as the duel personalities of our “hero”. Wouldn’t say no to more!",Critic
Moon Knight,Oscar Isaac is a great addition to this mythos and Ethan Hawke already ranks as one of the best Marvel villains yet. My only complaint is that six episodes are not nearly enough Moon Knight and I already want more.,Critic
Moon Knight,"Like Don Cheadle in ""Ocean's Eleven"" and Dick Van Dyke in ""Mary Poppins,"" Isaac falls on the right side of the dodgy accent, enthusiastic performance line. ... He seems to have a blast going full weirdo character actor.",Critic
Moon Knight,It's undeniably refreshing to take a step back from the tangle of the MCU...,Critic
Moon Knight,"Oscar Isaac acts his asp off as Marvel's ""Moon Knight,"" yet the action-challenged series still sputters.",Critic
Moon Knight,"“Moon Knight,” an adventurous limited series, suggests a way forward for a content-creation engine that’s come to feel overwhelming. There’s a freshness to it that’s enticing even for those outside the fandom.",Critic
Moon Knight,"Lip service is played to notions of mental illness and traumatically broken humans, but at the end of the day, this is a superhero TV show, and the kind of character depth we crave from must-see TV always feels like its kept at an unsatisfying distance.",Critic
Moon Knight,"Moon Knight might be darker, and different, but its still wholly captivating in a way Marvel has managed to achieve more often than not.",Critic
Moon Knight,An adaptation sure to satiate fans looking to see something more unique. Going beyond an action-adventure as series creator Jeremy Slater is clearly on a mission to bring more horror elements into the show.,Critic
Moon Knight,"This show takes its time, and I respect the heck out of it for that.",Critic
Moon Knight,"There are many interesting aspects to Moon Knight, but neither the comic books nor this TV show named for him quite know what to do with them all.",Critic
Moon Knight,"This costumed hero murders, frequently and remorselessly, and while his initial outing isn’t an outright killer, it remains additional evidence of Marvel’s peerless capacity for rehashing formulas in novel, charismatic, and entertaining fashion.",Critic
Moon Knight,"Its Marvels most psychologically thrilling ambition yet, multiplied. Moon Knight is next level for Marvel fans. And by next level, I mean  maybe not for little ones this time. Sorry, kids.",Critic
Moon Knight,"It’ll be fun to see how these characters are integrated into the MCU later, but for now nothing’s better than letting “Moon Knight” be its own lunatic thing.",Critic
Moon Knight,Oscar Isaac can't salvage middle tier MCU entry.,Critic
Moon Knight,"With Moon Knight, Marvel Studios continues to be a bit more daring on the small screen, as it has been with the terrific WandaVision and the uneven-but-interesting Loki.",Critic
Moon Knight,"Moon Knight has turned out to be one of the better Marvel series, mostly because it feels different. The show is supposedly set in the same universe as the Avengers, but viewers can enjoy it as a stand-alone series.",Critic
Stranger Things,"stop lying!!! It's one of the worst seasons so far and maybe worse than season 3 if it doesn't progress up in part 2. May it end soon. Eddie a sad old copy of Hunter from Metal Lords. We know that the Duffers copied that idea from Weiss, who had the project before. Enough, I can't stand to see so many copies, now that monster type Mumm-Ra or taken from Dragon Ball and the bone-crushing, it's really disappointing. Only improve something in chapter 7, SOMETHING.",Audience
Stranger Things,"As good as season 1 if not better, much darker and gripping.",Audience
Stranger Things,They killed fvcking Eddie!!!!!!!!,Audience
Stranger Things,"Just when I was forgetting about this show and low on care, they reel me back in. Each season they find a way to top the other and keep the show feeling fresh and exciting. I've been watching since season 1 dropped and only planned on having this on in the background but ended up on the couch pulled in. The stories and homages to late 70s and late 80s movies are maturing with the kids. We're definitely getting likenesses of Carrie, Nightmare on Elm Street and Fast Times here. We're reaching a point in time where it is feasible that we could lose one of our main kids. I found myself checking the show rating a couple of times. I'm not sure that I believe this show is really TV-14. We definitely cross some heavy lines in this season. Regardless, I'm dying to see more.",Audience
Stranger Things,"Amazing first 7 episodes. After the first three seasons, I didn't think it would be much better but that was blown out of the water. The episodes are lengthy but are definitely action-packed and all of the separate storylines have their own problems/issues which makes it even more interesting. Also, the horror aspect is definitely more approached compared to the recent seasons, which adds a new, interesting taste to the show. Episodes 4 & 7 are probably the top two episodes that stand out a lot (they might be the best two episodes of the entire Stranger Things series), just be prepared...",Audience
Stranger Things,What a great first volume!,Audience
Stranger Things,Another successful season with a more interesting and fleshed out villain.,Audience
Stranger Things,"First off, whoever is rating this 4-5 stars, should be ashamed of themselves.  Season 4 got more stars than the previous seasons and that's just BS.  This season was split into 2 parts and let's just say the first part might just be a season of filler episodes all the way through.  The humor is horrible, some of the characters are just super annoying, and it was just all over the place.  I really hope part 2 of season 4 will make up for this horrible and disservice to this franchise.  Of all the seasons I've watched, which I enjoyed the first three, never have I fast forwarded any episode in my life until this season...",Audience
Stranger Things,"I loved the new season of stranger things much action, humor, Entertaining and much more… just loved it 😍",Audience
Stranger Things,"It was better than season 3, but still not as good as the first two seasons. One of the biggest complaints about season 3 was the whole Russian plot, and they continue with the Russian plot in season 4... I did not like the crazed basketball players (major Riverdale red circle vibes), the Russia storyline, and Jonathan, Will and Mike chasing Eleven storyline. I feel like those 3 storylines take away from the mysterious murders taking place in Hawkins. The mysteries, and of course the upside down, in Hawkins in season 4 is great. Everything that took place in Hawkins was pretty great, everything that took place outside of Hawkins could've been scrapped or done differently. Last note, Eddie was a fantastic addition.",Audience
Stranger Things,"Much more dark and scarier version of Stranger Things, and it did it so greatly. Vecna was a great villain for the season, and can't wait to see what volume 2 brings.",Audience
Stranger Things,"Tbh, i loved this season alot. Im so excited for volume 2. Now this season is kind of mature like with actors being grown ups it pretty normal. The thing i like about st is that it is different from any other dark horror sci fi shows. St has its own vibe. We get to see the sci fi horror drama along with the teenage struggles that they have to face. Its unlike anyother show which has its main focus on just the story st has character building their characters have one of the best build up througout the seasons. U cannot hate ay character cuz theyre too good to be hated. I love this show my most fav and will always and forever be. Waiting for v2. Very excited for it",Audience
Stranger Things,"Although the California plot line seems a bit redundant to me, the season delivers the much-needed merchandise with scary moments that haven't been seen in a long time along with a surprising plot twist,
Looking forward to Volume 2 !!!!",Audience
Stranger Things,"Hours of undeveloped characters wallowing in self-pity, regret, and trite dialogue, much like how I felt after watching this complete waste of time. Save yourself, and just read the Wiki page on it instead.",Audience
Stranger Things,"I thought after the 3rd season, this season was going to tank in good writing. Boy was I proved wrong! It's so well done.",Audience
Stranger Things,I'm always pleasantly surprised that this show maintains the same level of excellent writing each season. I really enjoyed binge-watching season 4 over 2 nights :),Audience
Stranger Things,"A HOME RUN!!! I taught they lost it on 3rd base, but the pulled it together and made a truly epic season. Really cheered me up after the utter disappointment of Obi-Wan Kenobi.",Audience
Stranger Things,Boring and unnecessary,Audience
Stranger Things,"The 4th and biggest season of Netflix's unqualified achievement practically perfects the style, humor, scares, world-building and razor-sharp ensemble work that made the series a hit in the first place.",Audience
Stranger Things,so far its a knock out loving it great to see all the kids grown up . you can tell lot of love and work went in to this season keep it up.,Audience
Stranger Things,The Duffer Brothers’ own superpower is reveling in ’80s horror nostalgia. And the duo is on top of their game here.,Critic
Stranger Things,"Because we’re so deeply entrenched with these characters, it makes it easier to overlook the strain the ambitious scale places on the season. It helps that it's a darker, more mature season that embraces horror harder than before.",Critic
Stranger Things,Lots of monsters and monster action but it all seems a bit repetitive. Plus there are four plots and locales to of which to keep track. Still fun though.,Critic
Stranger Things,"For every welcome moment of dread and (fortunately) equal moment of comedy, not to mention some cool monsters, there are sequences that remind us of just how much is going on. It’s a lot to remember, but if you’re a diehard, it’s no doubt worth it.",Critic
Stranger Things,"A long, scattered ride that's at times disappointing given its reputation as a streaming blockbuster that's too big to fail. But it is still very much Stranger Things, and reuniting with its characters is enough to make it enjoyable.",Critic
Stranger Things,This volume of the Stranger Things saga could use some of the humor and warmth that made the show such a clever blend of nostalgia and fantasy.,Critic
Stranger Things,Once it hits its stride... you're on a ride.,Critic
Stranger Things,Netflix and the Duffer Brothers have essentially produced nine feature films and rarely has a show made as triumphant a return as Stranger Things has with this outstanding season.,Critic
Stranger Things,"If you liked Stranger Things before, you’ll like it again this time around. Formulaic TV works when the formula is this good.",Critic
Stranger Things,"This is the very definition of “treading water TV”, despite its big-budget fanciness, Stranger Things is really no different from any generic network procedural.",Critic
Stranger Things,"It may have more characters than it knows what to do with, but Stranger Things’ most sinister season yet still knows how to send shivers up your spine.",Critic
Stranger Things,The pieces on the chessboard are placed decisively and intelligently... [Full review in Spanish],Critic
Stranger Things,This excellent penultimate season of Netflix's golden goose is the perfect antidote to lowest common denominator television: a show that offers much more than its audience asks for.,Critic
Stranger Things,"Neither entirely a TV series nor a series of movies, it’s something stranger. But as this show has repeatedly demonstrated since its debut, sometimes strange is exactly what we need.",Critic
Stranger Things,"Of course, those completely enamored with the show might decide there's no such thing as too much of a good thing, and Stranger Things rewards them with a fresh assortment of pop-culture references and homages.",Critic
Stranger Things,"Stranger Things 4 is the most cinematic season we have seen yet, as every episode feels like a movie. There is a lot happening, but the way it all comes together down the stretch is brilliant.",Critic
Stranger Things,The season needed to separate everyone for all the pieces to come together... letting different characters take the lead or take a step back depending on the storyline. The growing friendships make the series more well-rounded.,Critic
Stranger Things,"One of the better seasons of Stranger Things, offers more horror and higher stakes within its most ambitious story yet. [Full review in Spanish]",Critic
Stranger Things,"The show is still loaded with smartly placed pop culture references from the era, stand-up-and-cheer moments of showmanship, and emotional crescendos.",Critic
Stranger Things,"The new season stretches out the most basic plot lines beyond their breaking point, the most unbearably dull belonging to David Harbour’s former chief of police Hopper. He cheated death during last season’s finale to end up in narrative purgatory.",Critic
The Haunting of Hill House,Quite a trip indeed.. thank you netflix,Audience
The Haunting of Hill House,Enjoyed the show just had a weak ending,Audience
The Haunting of Hill House,"By far, one of the best, if not the best, piece of work Netflix has ever released. I am a huge horror fan and many horror tv shows and movies fail to produce compelling stories or end off with a cheesy ending. Haunting of Hill House does a wonderful job of giving a great story with a very difficult topic and showcasing grief in a relatable yet scary way. The scares were not cheap and were well executed throughout the entire season. You do not need to be a horror fan to enjoy the depth of the show. If you need something to watch, this is the show. You will not be disappointed.",Audience
The Haunting of Hill House,"I dont scare easy. I am always impressed when a show or movie can creep me out so much that I have to turn on the lights!! Well acted, well written and much more emotional than the typical horror genre film. I dont know if a second season of some kind can be done, but I hope they do!!",Audience
The Haunting of Hill House,This remake is truly haunting and hits the mark in every way.,Audience
The Haunting of Hill House,Netflix has outdone themselves. This in an amazing tv series!. Cant wait to see what will come from this. Kudos netflix. Kudos.,Audience
The Haunting of Hill House,This show was fantastic! Couldn't stop watching!,Audience
The Haunting of Hill House,"A quality, atmospheric, horror/thriller that delivers on some supernatural spookiness even if the writing and acting is at times inconsistent.",Audience
The Haunting of Hill House,"Such a good TV show, brilliantly shot and acted and it is just eerie and creepy and amazing. I'll give The Haunting Of Hill House and A-",Audience
The Haunting of Hill House,"Wow... It's, in my opinion, one of the best horror series I've seen. Amazing story that kept me hooked and no unecessary jumpscares, a very good athmosphere and a lot of attention to detail.",Audience
The Haunting of Hill House,"I waited way too long to watch this.

This tv show came out of nowhere and everyone was recommending it to me back in October. sure enough I waited all the way to December to watch it. wow. why didn't I watch it sooner?

The fact that this show made me cry multiple times just puts it to the top of the list for the best tv show of 2018 + one of the best I have seen.

This story follows the Crain family and their time during and after living at Hill House. While it is a horror show, and there are a few good jump scares, the most interesting part is it's story and thriller aspect of trying to figure out what in the world is going on in this house. Each character have their own demons heightened by the house, and are unfortunately put into circumstances out of their control. It's ultimately how they deal with these demons, each other, and how they chose to live their lives after leaving the house and the effects it had on them throughout the rest of their lives.

This show is so meticulously crafted, every scene, every interaction is interlaced and lined up. Brilliant acting from the whole cast especially Carla Gugino (who as a 90s baby - I know mostly from the Spy Kids franchise) - watching her destruction just breaks your heart.

There are multiple scenes throughout this show with one-takes, the most impressive one is in the episode titled ""Two Storms"" I think the take went on for a good 15 minutes without any cuts. this show just has the perfect directing, writing, casting, and gorgeous sets.

if you were on the fence about watching this - don't be!
it's pure brilliance, 10 episodes, and a really easy yet emotional binge.",Audience
The Haunting of Hill House,"Very good screenplay, direction and great cast.",Audience
The Haunting of Hill House,We Could NOT. Stop. Watching!!! Really well done show; delivers plenty of anxiety producing moments.....,Audience
The Haunting of Hill House,I do not understand why so many people enjoy this show. I love horror films and when I heard people were throwing up and passing out from the show I was excited to see it. I was very much let down by this show. There was nothing remotely scary in this show unless you are creeped out by one ghost and a beetle and it isn't scary. The entire time it was more a scramble of figuring out what timeline we were in and when things were happening than actually getting scared. Between figuring out who was a ghost and a hallucination was frankly exhausting. The whole plot was a mess and all you got to see was the same story 9 times but from different perspectives. One of the worst shows I've ever watched.,Audience
The Haunting of Hill House,Love it! Specially episode 6. Finally a quality horror movie made by Netflix! Keep it on please!,Audience
The Haunting of Hill House,"This was a great series! Yes its about a haunting and its has those great spooky elements, but the family dynamics were on point. Really enjoyed!",Audience
The Haunting of Hill House,Really worth a binge watching. Full 5 stars for this amazing piece of art.,Audience
The Haunting of Hill House,Rating: 8/10. 88/100,Audience
The Haunting of Hill House,"The ending was a touch too feel good to me for horror , but otherwise  I really enjoyed it.  My fiance and I binge watched this in a couple days.  Couple moments I felt were a bit cheesy or over done.  Bent neck lady was definitely a great feature , the movements of some of the spooky visions were unsettling.   The thing in the cellar.. no thank you.   Decent drama ... a mixed bag of good acting and ok performances.  Overall well written and worth watching .",Audience
The Haunting of Hill House,"it will scare u to ur core. The screenplay and direction and background sound effects are so good and in synchrony, that it gives u goose bumps. A little bit family drama in middle,slow and ok.
It has mixed the concept of running past and present stories parallel,with good and innovative twists. It glues you till the end,and will not stop ,even after it ends.",Audience
The Haunting of Hill House,"A perfectly matched narrative, emotional and technical puzzle. [Full Review in Spanish]",Critic
The Haunting of Hill House,"It's as though Flanagan has taken Jackson's original work, shattered it and then rearranged the pieces to create a completely original, but equally brilliant tale.",Critic
The Haunting of Hill House,"The show wisely does not decide to try and answer all the mysteries it presents to the audience. Sometimes there are no easy answers, in life and in television.",Critic
The Haunting of Hill House,The Haunting of Hill House is a surprisingly emotional family drama that mixes in jump scares to keep the blood pumping in between tears falling.,Critic
The Haunting of Hill House,"With its exceptional melding of family drama and expertly-executed genre thrills, The Haunting of Hill House shouldn't be missed whether you're a card-carrying genre fan or not.",Critic
The Haunting of Hill House,"The horrors only grow, the jump scares keeping pace with an ever accelerating plot. And in its crescendo we are made to confront those things we would prefer to remain only objective observers to.",Critic
The Haunting of Hill House,"Mike Flanagan puts together a project that pulses with an eerie but naturalistic vibe, further concurring that horror can not only be great, but it can be fantastic.",Critic
The Haunting of Hill House,"The Haunting of Hill House is a special treat for horror fans, one of the greatest - and most satisfying - uses of the genre is this new, bingeable medium.",Critic
The Haunting of Hill House,Flanagan retains the thematic core of the novel in some effective ways that we've highlighted below.,Critic
The Haunting of Hill House,"Most frustratingly, the adaptation abandons the raw feminine perversity that made Jackson's story so indelible.",Critic
The Haunting of Hill House,It's a truly scary TV show that tugs at our emotions while also poking us with discomfort.,Critic
The Haunting of Hill House,"Like this year's best horror film Hereditary, the chilling new Netflix series does an excellent job of wringing as much handwringing spooky boo-boo out of everyday events as it possibly can.",Critic
The Haunting of Hill House,"The show's exploration of collective and individual grief, while often moving, can also feel a little trite and glib. Still, this is an unusually earnest attempt to look at emotional trauma within a horror setting.",Critic
The Haunting of Hill House,"While the structural issues could definitely use some tweaking, the fact that it's essentially a sprawling family drama punctuated with jump scares and a pervasive creepiness is pretty interesting.",Critic
The Haunting of Hill House,A literary classic is adapted into a modern masterpiece of trauma and terror.,Critic
The Haunting of Hill House,"Even though it's not always easy, I'm willing to let my adrenaline spike if it means I can experience a story that captures my attention and doesn't let go for even one second. And that's exactly what Netflix's The Haunting of Hill House did.",Critic
The Haunting of Hill House,"At once veering away any prior adaptation of Jackson's novel and paying tribute to staples of the horror genre, Hill House is an addictive slow burn of a binge that will have you biting your blanket in fear and tiptoeing in the dark.",Critic
The Haunting of Hill House,"Absolutely gripping from start to finish. Give it a few episodes to build, as it's a slow burn.",Critic
The Haunting of Hill House,"The result is deeply creepy but unexpectedly moving, especially in the series' gorgeously paced midsection.",Critic
The Haunting of Hill House,The Haunting of Hill House contains some of the most unforgettable horror imagery in film or television in years.,Critic
The Queen's Gambit,"A miniseries which is able to take the struggels of addiction and mix it with the genius mind of a world champion chess player.

The Queen's Gambit was able to be an award winning miniseries using, what many people would consider, a difficult to understand and even (to some people) boring game. 

This show is great, and shows the struggle of addiction in a great way. Seeing Beth Harmons addictions take control of her is sad yet keeps you interested. 

One of the only things I say, as an avid chess player, is that they should have shown more of the games. It would help some people learn about chess, and keep the chess players completely interested in the game. Although, even if they don't show much of the chess board, the actors are still able to portray each move telling everyone whats happening.

Overall, this miniseries was fantastic and was able to portray addiction in a great way while keeping the shows main story interesting. Although, they should have shown us the chess games as they would've made the games a lot more suspensful.",Audience
The Queen's Gambit,Superb in every way!,Audience
The Queen's Gambit,"If you think The Queen's Gambit is a story about chess, you are mistaken. It's about an orphaned <insert random game> prodigy Beth Harmon struggles with addiction in a quest to become the greatest <insert random game> player in the world. I bet you that 90% of people didn't even know how to play chess and yet; still watched it all the same because the editing was immaculate, the story was about the emotional state and journey of the character. Anya's gaze told a thousand story, just by looking at her face; I could feel her emotions, they were real; coming from a real place and that adds a powerful truth to a fictional story.",Audience
The Queen's Gambit,"I place this up there with ""Searching for Bobby Fischer"" as a chess movie I can and will watch over and over again whenever I need a pick-me-up.",Audience
The Queen's Gambit,"Amazing series. In the hands of a lesser actress it could have been boring, but I enjoyed every second of it. Highly recommend. I just wish I knew how to play chess to fully appreciate the strategies...",Audience
The Queen's Gambit,unbelievable great wonderful majestic adorable charming unusual bewitching fascinating ..... anya taylor-joy is a joy to watch.,Audience
The Queen's Gambit,"fantastic writing, directing and acting. well done Allan Scott, this is a masterpiece",Audience
The Queen's Gambit,Refreshing Netflix original!,Audience
The Queen's Gambit,Netflix achieves a check mate with this beautifully created series! great show!,Audience
The Queen's Gambit,The production and Anya are simply sublime. I found the story very engaging although ultimately as a sportsman I know that the final message could encourage unrealistic expectations (no spoilers so won't expand on this).,Audience
The Queen's Gambit,"I'm sorry, I wanted to like it but it was just so boring. Every episode was more or less the same thing, dealing with some heavy subject matter but doesn't ever get gritty enough. Snooze.",Audience
The Queen's Gambit,"It's well acted, nicely shot but also really boring. And by that I don't mean chess (which is incredibly boring) but the characters who don't come to life over the show's running time. It doesn't help that there aren't any real conflicts either. 
I just spend 6.5 hours watching a girl learn chess and chew pills like they're candy. As an adult, she is so good at playing chess that nothing can stop her. Sure, Elizabeth has to play some opponents twice in order to defeat them. And there are personal losses, too. But nothing in this show feels like there are any stakes for her at all. She just wins and moves on. 
So, why does ""The Queen's Gambit"" feel flat? One example: From one episode to another, Elizabeth just decides to quit alcoholism and pills, in order to win the most important game in her entire life, because she is indestructible. 
After ""Squid Game"", this is the second Netflix show that received massive hype when it came out that disappointed me. And both would be way better movies than tv shows.",Audience
The Queen's Gambit,"After looking at all 7 episodes, I can undeniably say that ""The Queen's Gambit"" is by far the best original series I've seen since the premiere of HBO's Chernobyl back in 2019.

It is a series that not only completely immerses you in the somewhat complex world of Chess, but also in a story of self-discovery where one, in order to understand and accomplish its purposes in life, must inadvertently go through a series of personal tests that become increasingly difficult to overcome and that involve changing strategies.

Excellent plot development, good character chemistry, impressive cinematography, and a magistral soundtrack. What more can I ask for? Nothing, because everything fit like a glove.",Audience
The Queen's Gambit,Fresh. Different. Engaging.,Audience
The Queen's Gambit,"Interesting. Made chess look interesting, not unlike anime series such as Hikaru no Go, Haikyuu!, etc.  Still included some long, drawn out, and unnecessary scenes.",Audience
The Queen's Gambit,"Marvelous! A chick power movie without the background abuse or overbearing ""hear me roar"" theme. Most bingeable series of all time.",Audience
The Queen's Gambit,"With 58 Days on the top 10, this has to be the most watched show on netflix this year. It definitly deserves to be",Audience
The Queen's Gambit,"Beautifully filmed with strong characters, well interpreted by the cast. A great captivating story",Audience
The Queen's Gambit,Absolutely amazing and brilliantly well done.,Audience
The Queen's Gambit,"I think what I most enjoyed about the Queen's Gambit is how respectful it is of the viewer's intelligence. It tackles just about every major modern talking point in one way or another, but never shouts at you - albeit for one: addiction. I think this was a really clever touch. While many pieces of media are discussing race, politics, and gender (all of which the Queen's Gambit also takes on), addiction is one that is simultaneously demonized and also conveniently ignored and almost celebrated. Things definitely become a tad ho-hum after a major plot point midway through the series, but the finale is very strong and redeem its shortcomings just in time before the story begins to drag.",Audience
The Queen's Gambit,"Taylor-Joy excels in the quiet moments, her eyelids narrowing as she decimates an opponent, her whole body physicalizing angry desperation when the game turns against her.",Critic
The Queen's Gambit,"That Beth's exquisite, porcelain features remain so remarkably untouched by the scourge of alcohol and drug abuse is one of the few flaws in an otherwise fabulously entertaining tale of how an orphaned girl found herself through the mastery of chess.",Critic
The Queen's Gambit,"When you start dreaming about chess after watching a single episode, you'll know you're hooked.",Critic
The Queen's Gambit,"When coupled with its earnest and talented cast and its lush and stunning aesthetics, The Queen's Gambit is easily one of the strongest binge-worthy shows of the fall season.",Critic
The Queen's Gambit,"Part addiction drama, part rags to riches story just teeters on the edge of intrigue with solid all-round performances, but at times it felt a bit too stretched out to fully achieve a checkmate.",Critic
The Queen's Gambit,"While the chess matches themselves were exhilarating to witness-yes, they really were-it was the relationships Beth forms throughout the series that truly gave this stunning period piece unexpected soul.",Critic
The Queen's Gambit,"Just as you feel a familiar dynamic forming, in which a talented woman ends up intimidating her suitors, The Queen's Gambit swerves; it's probably no coincidence that a story about chess thrives on confounding audience expectations.",Critic
The Queen's Gambit,"Not the best series Iv'e ever seen, but it's really up there. Well-crafted and fun.",Critic
